,movies,full_situation
631,"['Impractical Jokers', 'Black Sheep']"," I did like it! I know some people compared it to the '90s version, but overall it was very well done. What did you think of the last Star Wars movie? Good. I was wonder what the last movie you saw was? my best friend really enjoys him as well Hello. How are you? Did you like it? What other movies do you llike? the last movie I watched was Little Women-the new one That is a good movie. I like Will Ferrell. I have not seen it yet. The last movie I saw was Impractical Jokers. Have you seen the show? I have watched older episodes, like the ones with chris farley Do you like SNL? Hello! I am good- yourself? I like thrillers and big box office movies like Harry Potter or Star Wars. I do! The wedding singer is one of my favorite movies I really enjoy all sorts of movies. How about for you? I have seen the show! They are funny guys. I did not see their movie It was just like a longer version of the show. Do you like comedies?"
632,['Joker']," What was it called? Do you have any movie recommendations? I just watched a great new movie that I enjoyed very much Hahaha, the title alone always makes me laugh. It's great. Do you like romantic comedie? oh cool, what is your favorite RomCom? Hello, what type of movies do you like? sometimes. I like Mathew Mcconaughey Hey! I like romantic comedies How to Lose a Guy in 10 days"
633,['Seven Pounds']," Hello how are you? Do you like movies with Will Smith? Yeah definitely Yes what kind of movies do you like? I would recomend you check it out. It is one of my favorites. Ok...I accept your recommendation, thank you I do, so it sounds good, thanks...I hope you have a good night! I am doing good. I'm pretty easy...I like pretty much all types of movies Hello, I'm good how about you? Umm...I'm not sure what is it about? Have you seen the movie seven pounds? That's good...do you have any movies to recommend? I am sure you will like it if you like romantic movies at all."
634,['Arrival']," Sounds interesting.I will give it a try. Thanks for the recommendation ! First Man, my favorite space movie of all time. It's about how Neil Armstrong joins the space program, spending years in training and risking his life during test flights. And finally their journey to moon. It's a very personal movie, gives you insight into his life. Very entertaining, pretty much the whole 10 years of moon landing preparation packed in 2 hours of movie. So would you like to watch this movie trailer? Doesn't seem like my style honestly. Do you know of any Sci fi movies featuring aliens you would recommend? When was it released? Adam Sandler has done a great job in this movie playing as a jeweler. He is neck deep in debt and people are always after him trying to get their money back but my boy Adam Sandler spends more money on gambling risking his life along with his family's future. Very tense movie man, keeps you on the edge the whole time. So would you like to watch this movie trailer? Hello, I enjoy Sci-fi and true crime documentaries. What would you recommend ? Do you have any recommendations for space movies? end of 2019, there was this big fuss about how it got snubbed for oscar I was honestly really impressed with Uncut Gems. Its a crime/mystery about a NYC jeweller who has a serious gambling problem. What year was it made? First Man, released in 2018. It's about how Neil Armstrong joins the space program, spending years in training and risking his life during test flights. And finally their journey to moon. It's a very personal movie, gives you insight into his life. Hello there, I'm here to help you look for a movie trailer. Is it entertaining or slow paced?"
635,"['Andy Samberg', 'Frozen', 'Star Wars', 'Adam Sandler', 'Hotel Transylvania']"," What are some of your favorite movies? Frozen 2 - LOL I thought that the story/writing was a little boring...and some of the songs were lame. LOL Did you like it? I haven't seen it yet. I like Star Wars too. Guardians is good...I don't like horror movies but other than that I'm pretty open to different genres. I haven't seen it yet, but I know Chris Pratt and Tom Holland are in it, so I'm definitely going to see it soon. What about Onward? Did you like it better? You should see it! I mean it's kinda hard to go to the movies now...ugh. What movie would you recommend to me to see? I thought it was good! That movie had alot of heart. Have you seen it yet? Why did you think Frozen 2 was only okay? Yes, they are! Hello! Guardians of the Galaxy! Star Wars too! Are there any movie genres you don't like? Ferris Bueller's Day Off, You've got mail, Top Gun...my taste is all over the place. LOL I thought it was ok. I liked the first one better. The last movie I saw in the theatre was ONWARD What was the most recent movie you watched?"
636,['Scarface']," Yes please It seems as though you like movies about people who are underdogs and excel at things you wouldn't normally expect I really loved that movie too honestly Hi, how are you? I think you would really like Green Street Hooligans. Would you like to see the trailer? Dope was the last movie I watched. I watched it last night It is a great movie. I love the journey that Malcolm goes through. I'm great! What is the last movie you watched? I'm doing fine. How are you? I do. Do you have any recommendations? I'm looking for some new movies to watch"
637,"['Snowpiercer', 'Jumanji']"," What was the latest action movie you have seen? hello i am here to help you look for a movie trailer. Do you know what kind of movie trailers you would life to see? I have heard of that movie but have not seen it, does mystery movies interest you too? unless you have a scifi movie you can recomend I do not know of any comedies in the theater right now. Are you interested in superhero based action movies bloodshot it was good with vin deisel , i want to go saturday to see a comedy okay There are both comedy and action packed movies I love them all. NO I HAVE NOT YET no , and i dont want any more recomendations ok any new one just out or will be out tomorrow ACTION OR COMEDY do you know what comedy you want to see I do have a few, they are not in theaters any more but they are good watches Have you seen any of the new jumanji movies? HI not really but my friend wanted to see it , it was his turn to pick the movie that week ok which one do recomend that i should watch if i havent already i just saw thew invisible man 2 weeks ago"
638,"['Happy Together', 'inspirational', 'A Beautiful Day in the Neighborhood', 'Hacksaw Ridge', 'Tom Hanks']"," Nice! I have not heard of it before; I have to add it to my list--I am not super familiar with the wartime genre. However, my friend and I watched Letters from Iwo Jima together a couple of years ago. It's a World War II film, but it portrays the Battle of Iwo Jima from the perspective of two Japanese soldiers. It is in Japanese (I am a native English speaker) so be forewarned you may have to watch it with subtitles! Hello! I hear that you are looking for movie recommendations! What kind of movies do you like? No I havent seen that movie but it sounds interesting, The last movie I have seen was Hacksaw Ridge. It was a true story about a man for fought without a weapon I believe during Vietnam. It was a great movie I would recommend seeing. So like an inspirational biography of sorts? Have you seen A Beautiful Day in the Neighborhood yet? It stars Tom Hanks and I absolutely adored it. I definitely think that Mr. Rogers is someone who made the world a better place. I like true story movies about people who accomplished things to make the world a better place Cool. Thank you for the recommendation. I will have to watch that movie. Hopefully you will take my recommendation also. Thank you."
639,"['Sandra Bullock', 'movie', 'Gravity']"," I've seen that one, definitely a good movie. Would you prefer a movie with a similar story or go with something different? Either or sounds good. I'm just in the mood for a movie. The Martian was great Hello, how are you today? I'm here to help you with finding a movie trailer. I'm doing wonderfully, thank you. Great! I'm excited to see which movie trailer you select. Movies with an inspiring storyline and main character. Those do seem to be the best kinds of movies. What is the last movie you watched that made you experince those attributes? Awesome! What kind of movies do you enjoy the most?"
640,"['Good Boys', 'Jim Gaffigan', 'Spies in Disguise', 'Allison Janney', 'Viola Davis', 'hard', 'Troop Zero', 'Knives Out']"," Hello! I am here to help you look for a movie trailer. I can't wait to give you some recommendations. What was the last movie you watched? No if course not! I haven't had a chance to check it out but the first one was awesome. Awesome! I hope you enjoy it! Thanks for the recommendations! I would love to watch the trailer for Spies in Disguise! No I haven't caught that one yet either! Troop zero is definitely going on my watch list! Cartoon is more for my family! My children are under 10 years old. I'll have to check out Spies in Disguise. I'm over watching Tangled and Zootopia over and over I haven't watched that one yet, but I just added it to my Watchlist. It has Viola Davis, Jim Gaffigan and Allison Janney in it. A great cast. If you're looking for a cartoon though, I think I would recommend Spies In Disguise. Did you catch that one yet? That's so nice! I loved movie nights growing up. Have you heard of the movie Troop Zero on Amazon Prime? Oh wow! That's the last movie I watched too. I was glad Disney+ released it early. I'm guessing you've seen most of the recent Disney releases, correct? Hi! Im looking for a movie trailer. I like comedy and family movies. Frozen 2 was the last one I watched Absolutely! I love Disney movies! Pets 2 was a good one too! I haven't seen that one yet. You may have turned me on to a new movie :) Are you looking for a movie to watch with kids? Are you looking for something similar to Frozen 2? Yes! What a hilarious movie. Lol now that one I would not recommend with the kids around Haha I can only imagine! (Also a strong recommendation for when the kids aren't around is Knives Out. It's my top movie for the year.) Would you like to watch the trailer for Spies in Disguise? No I haven't heard of that one! Thanks! I'm sure we will! Have you checked out Deadpool 2? It was a really cute movie! My kids loved it! Yes! My kids and I do movies all weekend."
641,"['Mamma Mia!', 'Mia', 'La La Land', 'Grease']"," Is there any particular genre you dont like? personally I dont like horror movies I get easily scared. Yeah happens with me as well, so what was the last movie you watched? I like musicals as well, if you like musicals then you will love Hairspray. I've seen that once when I was younger, it was really good. Do you like Grease? Those are great I liked them a lot Mamma Mia has a rating of 80 I am doing well also. Yes, I like action movies! Im doing great, what about you,do you like action movies? Im glad there is a lot of time to watch movies now wit coronavirus running around, what other genre do you like? I agree. I don't like horror movies since they make me paranoid. Hello nice to chat with you How are you today? Other than action, I like romcoms a lot. Those two are my go-to movie choices. I think the last movie I watched was either Mamma Mia: Here We Go Again or To All The Boys I've Loved Before Mamma Mia is a good one. I do enjoy musicals. Do yo?"
642,"['John Goodman', 'Something for Everyone', 'Resident Evil: The Final Chapter', '10 Cloverfield Lane', 'thriller']"," I totally agree. What was the last movie you watched? I think it was Valerian and A City of A Thousand Planets. Spectacular! Oh I have actually watched that one buddy. Any other suggestions? Ahh, yes, I loved that one too. Do you remember anything exciting about it that was particularly interesting? Haha, that's so funny! I'm looking up some trailers for you now. Are you into horror movies as well? Mostly action, sci-fi and animation Okay. I think that you will really like the trailer for 10 Cloverfield Lane. It is a sci-fi thriller starring John Goodman that I really enjoyed. How does that sound to you? Alright, let's see if we can find something interesting for you. What types of movies do you usually like to watch? I also have a cool video game adaptation called No not really The Rihanna dance is something I cannot get my mind off of Let me check it then. Give me a sec. Yeah those two go together quite well Don't leave me hanging I like games Okay, no problem! Let me know if it sounds good to you. Got it. Have you seen any particular movies in those genres recently that you really liked? Na horrors scare me a lot. I like thrillers though. Hi there! I hear you're looking for recommendations on a movie trailer? Okay. What about action and sci-fi movies excites you? Yes please"
643,"['Stephen King', 'The Poughkeepsie Tapes', 'A Quiet Place']"," Hi! How are you doing tonight? Haha, but it's always great when someone knows a good movie that you've never heard of. I'm doing great tonight. Are you looking for a movie to watch? I've never heard of that one. Maybe you should be recommending instead of me! Yes, I've seen a lot of movies. One of my favorite Horror movies is The Poughkeepsie tapes Oh, I love horror and comedies myself! Have you seen It 2? Yes, it was okay, the book was better. Stephen King does write some crazy good books. Hmm, have you seen A Quiet Place? Yes! I usually watch action, horror, and comedies. I'm good, how are you?"
644,"['The Man from Earth', 'Arrival']"," Watched Passanger last night dope! what did you like about it? Yes both of them. and I liked em both. Sure thats what being in space is all about I liked them too, how about 2001: a space odyssey? Yes saw it also could would watch it again. Yes its always been a thing for me, starting back in the day lile startrack Good thanks, and you. im pretty good, so what was the last movie you saw?:) Have you seen arrival? I really like space too! do you watch a lot of movies focusing around space travel? I'll try to find you something you haven't seen though c: cool thanks I liked it space travel is cool Nice, nice! I have a couple movies in mind but i still need to narrow down your interests, would you want a movie that messes with your mind? Hey, how ya doin?:)"
645,"['Doubt', 'Avengers: Endgame', 'One Hour Photo']"," is the movie dark? like color wise? whos in it and what is it about? Hello there, I am here to help you look for a movie trailer. I completely understand where you're coming from. I personally feel the Mystery and intrigue are more than enough to keep viewers on their toes. the last film that i watched was Jojo rabbit. im kind of tired of the marvel movies. i feel like its the same film every time i watch it. i like a movie that makes me think theres going to be more.i like cold endings where the viewer can guess what happens next and it changes on what the viewer sees. like in the grey where he fights the wolf in the end it doesnt show who wins but it is up to the viewer to guess thats good to hear. i probably will end up watching it all. while i do accept the first recommendation. do you have one more for me since we are forced to stay inside for god knows how long? Yes, but not too dark that you cant tell whats going on. Ok I understand. If movies with cold endings are your thing, have you ever seen the film Doubt? The film stars Meryl Streep and the late Philip Seymour Hoffman. The film is about A nun seeking answers to a mystery within the Church. ok great! hey okay some movies get like that. is it a slow moving movie or one that goes pretty Quickly? like with the dark colors and slow moving stroy line you think that someone would fall asleep? im looking to watch one with my GF but she falls asleep often when i put a movie on A little of both actually. would you be interested in watching a trailer? Do you know what kind of movies you like to see or genre of film? sounds pretty good. is it like spiritual mystery of criminal mystery? yeah sure! sounds right up my ally What is the last film you watched in general? I personally Watched Avengers Endgame and found it to be an enjoyable film. i like most movies. not a fan of scary movies"
646,"['Uncut Gems', 'The Babadook', 'Train to Busan', 'The Witch']"," Hey how's it going Yeah, definitely. Do you have any recommendations based on that? I loved that movie so much, it blew my mind quite a bit! I watched that one recently and really enjoyed it. I've been meaning to watch The Wailing as well. How about The Witch Hey, good. Any interesting movies you see lately? I also really liked Hereditary. Yeah, I think that's a good recommendation. Well, the three you mentioned all sound like pretty solid recommendations. Some recent movies I saw and liked were Knives Out, Uncut Gems and Contagion. I generally like movies with deep characters, an engaging plot and beautiful cinematography. Yeah that's a really good one too. So are you really into horror that relies more on the psychological aspect rather than jump scares? I loved the uneasy feeling that the filmmakers were trying to create. It was also probably the best performance of Adam Sandler's career. Oh yeah, that is a really good one. I've seen it before, but I'd be willing to watch it again. The babadook If you're into some Zombie apocalypse type stuff, I'd definitely reccomend Train to Busan aswell Can you name another one in that category you're a fan of? Oh wow, I've heard Uncut Gems was really good. Whats you'r favorite part about it? (without giving spoilers?)"
647,['Four Weddings and a Funeral']," wonderful, I really think you'll like it. watch the trailer and I think you'll want to see it as soon as possible. Cher and Nicholas Cage are in it. Cher is engaged to Nicks brother, who hasn't spoken with his brother in years. Cher is asked by her fiance to invite his brother to the wedding, as he is leaving for Italy to visit his mother. Of course when they meet there is instant chemistry. One of my favorite romance movies is Moonstruck. have you seen it? I am not really into animated movies at all I am into romantic and drama movies Do you like animated movies? no I have never seen it what is it about ? HI, what type of movies do you like? Oh ok this sounds like a movie I would really love to watch. I accept your recommendation. Ok great thannk you so much"
648,"['Sonic X', 'Toy Story', 'toy story 4']"," Yup, I saw The Sonic movie and it was actually really good, way better than i was expecting. Yes! That is good, got some good family time in before you're locked inside for who knows how long. Yes, I remember seeing the first trailer and thinking there was no reason to have it be a live animation. It seems like the only reason that movie did or will do well is because of Jim Carrey! Just like how Ryan Reynolds carried Detective Pikachu. What would you give it out of five stars/ Yeah, I don't really remember a lot about Sega. All I remember is watching the cartoon version! Have you seen any trailers for any upcoming Marvel films, or are you a Marvel Fan. If not, have you seen the new Onward Pixar film? They all mix together really good, plus the dad aka the pants gets into all sorts of shenanigans and its super funny Exactly they carry on their same Avengers likeability to Upward, plus the mom is Julia Louis Dreyfus and she's hillarious too Okay I definitely will go see that then! I just love Pixar and Disney movies because they carry such emotional themes and shocking points that you don't realize in your youth. I actually lost a parent when I was in elementary school, so watching this movie I feel like will just make me appreciate the message and themes they are trying to explain. I have wanted to see it but now I'm scared it might be a little too much, but I will still see it. So sorry about your loss as well. 3.5 out of 5, unless you were a big sega genesis fan growing up than a 4 out of 5 because there are a lot of little easter eggs in the movie. Same here, I'm lucky I took my kids to the movies just in time last week. Oh! That's good! I like her as an actress! I love them in the Avengers! Good, how are you? Hello how are you Yes pixar can do no wrong in my book, they have not missed on any movie. Go see upward for sure plus Chris Pratt and Tom Holland are too funny together! Onward is excellent, if you've lost a parent it will hit home and will awaken emotions. I recommend seeing it, for both kids and adults, kids will love just the fun humor and goofy stuff in it, and for adults the themes in it will keep you interested. I lost a parent as a teenager so it hit hard. I have high hopes for Onward, I've never been disappointed by a Pixar film, so I expect good things. I read a little about the plot and am excited! Yes, on Disney and Netflix! Can't really watch them at the theaters right now. Yeah Jim Carrey carried the movie, he was way carrying the movie! The redesign of sonic was on point, on the cuter side than the original version. I know I love Tom Holland ever since I saw him do spiderman. He is the perfect fit for the role. And you cannot dislike Chris Pratt, its impossible! Was it really? I remember seeing the trailers the first time and everyone was bashing on it! I remember seeing Detective Pikachu in theaters so it might be something close to that type of movie? I'm curious to see it but I want to know the reviews first, haha. Excellent! Watching a lot of movies during this coronavirus time?"
649,"[""Daddy's Home"", 'Step Brothers']"," Yes. I like movies that are comedies. Have you seen any good ones recently? Just adult comedies. No, and I just checked online. Nothing yet. Hi there! Can I help recommend any movies for you? Ok, thank you. Haha, those are some classic funny guys. One more question then I think I have some recommendations. You watching with any kids or just adult comedies? Cool! I am send you a trailer for the first one so you can make sure it's the one for you. It is! I assume you have already seen Step Brother as well. Have you seen Daddy's Home or Daddy's Home 2? I'm not sure why but the combination of Mark Wahlberg's seriousness and Will Farrell's comedy pair up well. That's a shame. They have been so successful doing it I'm sure they'll do it again. Ha! I had the same thought. You seen anything about any new projects of theirs? Yes, Chris Rock, Owen Wilson, Jim Carrey, Will Ferrell, Steve Martin. I'm sure there are others also lol. I'm hoping they keep working together on some other plots. Yes, I agree. I hope so anyway. I actually haven't seen either of them. But since they made a sequel, the first was probably pretty good. Thank you for those recommendations. I will check them out. One I have enjoyed with Will Farrell is The Other Guys. Hilarious cop comedy with him and Mark Wahlberg. I agree! They complement each other well. I have! Do you have any favorite comedy actors? That gives me a good idea. I should check if they have any new upcoming movies together. Yes, I love that one! It's very funny."
650,"['I Stand Alone', 'The Butler', 'Gerard Butler', 'Jack Reacher', 'film']"," I guess it was triple frontier. It had its moments. I would like to watch the trailer. Is it important to watch the movies in sequence? Gerrard Butler is the man who guards the president, he is accused of assassanating the president, and must clear his name, kind of like Jack Reacher if you saw that movie. Oh indeed, he has a voice and a presence. hello, i am here to help you look for a movie trailer! hey, I like movies with short run times and lots of action. OK. What it the general idea of the movie? Right. James Bond kind of things. Death Star blasting a world type stuff. Morgan Freeman is not a know action star. Does he do his own stunts? So whats the most recent action move youve seen? So, would you like to watch this movie trailer? I doubt he does his own stunts, hes getting up in age. He doesn't do a lot of action, but he is a quality actor ( in my opinion). I dont feel that it is, I really like Gerrard Bulter in this series, especillay teamed up with Morgan Freeman. very credible story line. Not necessarily, they are stand alone films, however i would recommend all of them if you haven't seen them. No. Is it political? Oh i love action movies! Yes, I kind of like Jack Reacher movies. Gerrard is another name not really know for action. have you seen Angel has fallen from the olympus has fallen series?"
651,"['Dan in Real Life', 'The Office']"," Ok! I recently watched a great one featuring him, it was called Dan in Real Life, have you heard of it? yes i would love to i prefer comedies and would like to watch an older one Let me know how you like the trailer! Hello! I'm here to help you find a movie trailer. It's a great movie, I only found out about it through Disney Plus, would you like to watch the trailer for it? Great! I would recommend that you watch that one! So, what genre of movies do you prefer? Also, would you like to watch a recent movie, or an older one? i love steve carell! he is my favorite Great, who is your favorite comedic actor. Personally, I think Steve Carrell is hilarious! ok i will do! I really enjoyed it!! Hi! Awesome, sounds good! get smart! no i haven't! Great! What's your favorite movie of Carrell?"
652,"['Happy!', 'Jumanji']"," i like action comedy May I ask what you meant by Jumanji? I like to see action and romance in a movie oh that's cool. would you like to see a movie trailer titled THE DUFF? I bet you will like it because it's a comedy and romance movie. im good and you? sure i would love that, never heard that movie before, looks interesting! Hello, How are you doing today? Dwayne Johnson (The Rock) and Jason Statham are my favorite actors and for female actresses i like Sandra Bullock and Jennifer Aniston Do you have a favorite actor or actress you would like to see in the trailer? A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts I would like to see the trailer What do you like to see in a movie so I can recommend a movie for you to see? I am fine. What are your movie preferences so I can know the kind of movie trailer I will recommend for you to see? Jumanji"
653,"['Us', 'Split', 'Glass']"," He's just done Us and Get Out, right? Honestly probably Get Out. The twist was great, and the best friend character was hilarious. I totally get that. I hope he keeps putting out movies in the future. Yeah I plan on seeing Candyman. Do you know of any similar directors or films? Yah I liked that one too. Us was pretty wild as well. Yeah, actually. I've been really getting into Jordan Peele' films, they're great. What's the basic premise of Split? I agree, they are pretty good. Which one is your favorite? Cool, thank you for the recommendation :) I'm okay, what about you? I'm doing good. Have you seen any good movies lately? Okay, I'll check that out, thank you :) Yeah, but I like Lupita too much to think of her as the evil monster that she was at the end lol. That actually sounds like I'd like it. What about Glass? Hello, how are you doing today? No problem Yeah, if you like that one then the next one you watch should be Glass. It is the sequel to Split. Without giving too much away it is about a man with split personalities and one of them is a very dangerous one. I would recommend the movie Split. I has some good twists and is a good watch."
654,"['mystery', 'Netflix', 'Snowden', 'Adam Sandler', 'Jennifer Aniston', 'Murder Mystery', 'comedy']"," Snowden is no longer on Netflix. Can you recommend another film to me? Comedy or spy film? Sounds awesome, I do like spy movies too to be honest. What's the last movie you watched? Hello, how are you? Are you looking for a movie trailer to watch? Okay, sure I will check it out. Have you seen the movie 1917? The cinematography is supposed to be great. No, but I have a couple of friends who went to go see it in the movies and said it was phenomenal! I should check it out if you're recommending it too, I will as a matter of fact. Oh cool. I think I will watch it. I recommend the film Oh Lucy with Josh Harnett that is on Hulu I think. It is about Japanese and American cultural differences. It is a drama-comedy that is good if you like quirky films. It's like the 1990s' Real World that was on MTV but it is like a slow drama reality show with good audio and celebrity Japanese hosts who make funny commentaries. It's great if you want to learn more about Japanese culture. It's on Netflix. Thanks for the film recommendation of The Exception. I will check it out. The Exception is another great movie, it IS on Netflix! It's about a German soldier during the onset of WWII who is sent to see if the Dutch resistance has planted a spy against a German emperor, Kaiser Wilhelm. I myself am really interested in war movies and comedies! How about you? No, but I heard is was a Japanese reality show of some sort. Can you explain it to me? I love those types of films! Funny thing is I'm super interested in Japanese culture, I find it so fascinating and some of the game shows they have on their TV are HILARIOUS! Haha, thank you for that recommendation! Do you watch Terrace House, the TV show? I like comedies, both American and International. I also like some spy or mystery films. Well I think you would love the movie Snowden, it has actually been on Netflix before. It is about Edward Snowden an ex-CIA agent who showed the United States all of the vasts amounts of information they have on their citizens. You would love it! Check out the trailer. I started watching Traitors on Netflix, which was produced by BBC 4. It's about a women working as a spy and trying to find a communist mole in the UK right after WW2 Yes, I am. What type of movies do you like?"
655,"['Sandra Bullock', 'Bird Box']"," Hello!! Not yet. When is it showing? I like the genre of A Quiet Place.. Have you seen The Final Wish? It out on DVD/Blu-Ray now but its a pretty good one. If you like A Quiet Place then you might the BirdBox. What kind of movies do you like? Hi there! Yess. Definitely! Awesome acting, as expected from the main actress, but the kids! Amazing, both in A Quiet Place. It is hard when acting is based only on facial expression and actions, not verbal scripts only In like Suspense thriller and mystery movies!"
656,"['It Chapter Two', 'Get Out']"," the it movie the 2nd one.. im looking uo the excat name the remake of part two was really good It Chapter 2. It came out in September of 2019. Also hands down horror movies of them all is the exorsict the old school one with linda blair no problem. So i guess i will start by asking what type of movies do you pefer to watch i love horror movies Yes you did help me.There is nothing else I need. I'm doing good today. Thank you for asking I'm not sure i haven't seen that one yet, maybe I can look it up. What is the exact title so I don't get it wrong? I will take you up on your recommendation. Thank you for your time. That's cool. Do you have any good horror movies you seen lately? hello how are you thank you is there anything else you need before we end the chat? did i help you out as much as possible? I am a horror movie lover. When nothing is on, I go for a good action movie."
657,['Wreck-It Ralph']," Good just thinking about watching a movie Have anything in mind? How are you doing today? Hey, I'm good! How are you?"
658,['Friends']," That is hilarious! We're big fans of Henry Danger here. Hi there! How's your night? Hello. It's going well, watching that's so raven. So if I were looking for a movie to watch tonight, what would you suggest?"
659,"['Lion', 'The Lion King', 'Armed Response']"," I am great, thank you for asking. How are you? Okay, I am all ears. It seems very interesting! I will definitely look into it. Thank you! yes i mean lion king. yes i'm great,you like movies. Trailer for which movie? I watched the trailer and movie. Loved it! oh! you watch lion movie trailer. Do you mean the Lion King? an international convoy of 37 Allied ships, led by captain Ernest Krause (Tom Hanks) in his first command of a U.S. destroyer, crosses the treacherous North Atlantic while hotly pursued by wolf packs of Nazi U-boats. Based on the novel The Good Shepherd by C.S. Forester. Greyhound' Trailer yes i have suggestions and i like bollywood movies. Do you have any recommendations on movies to watch? I also like movies with plot twists and mysteries. Occasionally I watch Bollywood movies, too. I did not watch the trailer. Could you tell me what the movie is about? oh! i like it movie. hi i'm here,how are you? oh!do you watch currently movies trailer. I do. I love sci-fi movies the most."
660,"['Jackie Chan', 'I Am Bruce Lee', 'Jet Li', 'actor', 'Les Dalton', 'Donnie Darko', 'Donnie Yen']"," Me too, that's my favorite genre. Do you have a favorite actor? It's all good. I like a good kung fu flick too. Bruce Lee is probably my favorite martial arts actor, but I like Jackie Chan and Jet Li too. Hello Mike I'm Dalton I like action movies Nice to meet you Dalton. What kind of movies are you in to? He's one of my faves too, Arnold rules. Do you remember the last movie you watched? It was a kung fu movie. I don't remember the name of Donnie Yen is good too. Hey there, I'm Mike, I'm here to help you find a movie trailer to watch My favorite action hero is arnold schwarznegger"
661,"['Drive', 'Final Destination', 'action']"," What are some of your favorite movies? I lived in Alaska for years and I could relate to the characters in that movie Just wasn't my cup of tea. Not into violent unrealistic movies Did you enjoy The Fast and Furious 2? Hey Those are two very different movies! What do you like about The Notebook? I have always wanted to see Alaska! What is the most recent movie you watched? What did you dislike about Final Destination? Hello! The Notebook, Togo, movies like that I like the way it reflects real life people, even though the ending is a bit hard to believe. And what do you like about Togo? Fast and Furious 2 for sure. Date with the Devil, Final Destination Bad with Titles....oh yeah, Fast and Furious 2 It wasn't my favorite. I was expecting to see more cars but all I got was a silly plot. What are some of your least favorite movies?"
662,"['The One', 'The English Teacher']"," parasite Hello, I am here to help you looking for a movie trailer Comedy please! What is the last movie that you watched Hang tight, while I look for the perfect movie trailer for you Do you want a movie with similar story or a different one? Would you like to stick with a drama/ Mystery like Parasite or comedy like you said originally? Sounds good I would like a movie with a different story line Thank you. I am interested in finding a comedy movie. Any reccomendations?"
663,"['directed', 'The Dark Knight']"," Honestly I really do love the John Wick movies, my brother told me about them and I watched all three recently and truly love the detail put in about the story and the detail in the action scenes. Truly one of Keanu Reeves' best movies since the Matrix trilogy in my opinion. I remember I watched it for a college class I think it was political science and I really did fall in love with it. The end is truly one of a kind. OMG no way! that is crazy... I had no idea. You must be good at reccommending movies then. lol I love all Christophen Nolan movies and the Cinematographer he works with is amazing! I dont think i have seen those before, what genre are they? okay, cool. I could be interested in that. Do you have any recommendations for psychological drama genre? I think Memento is a good one with Guy Pearce where he can't form any new memories so when he encounters something new he has to tattoo a form of the experience on him, making the tattoos the title of the movie mementos That sounds awesome, I think I'm gonna watch it. I really like movies like that. Ones with weird twists and good cinematography. Thanks! that sounds really good! Yes, and I forgot to mention that the same director, Christopher Nolan directed Memento too speaking of those movies, and yes I thought the Joker was an excellent film, I love it when you can see the character slowly start to change throughout the film, whether it's improving or succumbing to madness like Joaquin Pheonix was able to do in that move with his character. No problem at all, I'm glad I was able to help, it's difficult to find good movies sometimes it seems. Yeah, did you like the joker? I thought it was really good. I also really liked the Dark Night Batman movies I would say they are action with some satirical humor thrown in at times."
664,"['Little Fugitive', 'Jojo Rabbit']"," Hello! Can I help you find a movie today? I'm a fan of a couple of things. I like comedies, sci-fi, or action movies. Let me find out a little more about you first. What do you like to typically watch? Ok, that's a broad range! Let's narrow down a little further. What are you in the mood for right now? Yeah, it's like a mockumentary about vampires, it's hilarious. Cheesy fantasy works for me, or anything with Taika Waititi, honestly. Well, with the virus, I'd love something a little more lighthearted I guess. One of my favorite movies is What We Do in the Shadows, so do you know anything in that vein? That's the vampire movie, right? Do you want to stick with lighthearted vampire fun, or just cheesy fantasy in general? Sure, can you give me a recommendation?"
665,"[""America's Sweethearts""]"," cool. whats the last romance movie youve watched? i really believe you would love the movie the best of me Yes.it was awesome the story also good that sounds like a good movie . So what type of movies are u into ? action, drama, or romance romance Berlin ,I Love YOU Hi how are you ? i am good is that the movie with hayden panettiere in it ? she also played in bring it on . when ever you go,love will find you.this is the most dialogue in the movie"
666,"[""Ender's Game""]"," I don't have a good memory for directors, there's one I remember I like but don't remember even which films of there's I prefer, Christopher Nolan, JJ Abrams come to mind Any particular director's you're fond of? So I imagine a sci-fi military movie would be great for you. Yeah for sure hello That's great, do you prefer stuff that's realistic or do you prefer stuff that's out there? hi True that! What kind of movies do you like? Seen anything recently that you liked? I prefer realistic but don't mind watching something out there every once in a while Gotta watch stuff that's out there sometimes, but realistic is good too. I like action movies and military or sci-fi movies the best"
667,"['Captain Marvel', 'Ant-Man and the Wasp']"," What are your feelings about DC movies? They're okay but I prefer Marvel! Have you by any chance seen Avengers: Endgame? I was really impressed with Thor: Ragnorak. I love Marvel movies! I watch them with my best friends, and we always laugh so much at the jokes! Do you know what kind of movie trailers you would like to see? What were your thoughts on it? I loved it. What is the last movie that you watched? Me too! Almost all of the Marvel movies have a great balance of action and comedy. I saw the first one but I haven't seen the 2nd one yet... Hello, I am here to help you looking for a movie trailer I did too. I cried at the end but overall I thought it was amazing That's so cool! One of my favorite Marvel movies is actually Ant-Man. It came out in 2015, did you get a chance to see that? Thor: Ragnorak Awesome! Did you get a chance to watch Captain Marvel? I like all kinds of movies except horror. I mostly see comedies. I have. I saw it in theaters and I've watched it again through Disney + Yup! I saw that one in theaters too. My sister has a cat that looks just like Goose."
